title,link,pub_date,content
Video game company urges players to avoid Plague Inc. game for information on coronavirus - CNN,https://news.google.com/rss/articles/CBMidkFVX3lxTE9xa3RoczYyRnRGT0d4ekFlOHl1aHF1WEw0cVlJdVhuMnlzWVN1YnZ4bUEyVW55VnFybEd0ZUtMODJtMWNMZHhtSmxWZzQwcXBxSXlsMmdmSVZubDdFdHg1M3l1dE9CeFZ6QXd6MnlDS2NvSWwzX2c?oc=5,"Sun, 26 Jan 2020 08:00:00 GMT",[No article text found]
Artist uses 99 phones to trick Google into traffic jam alert - CNN,https://news.google.com/rss/articles/CBMijgFBVV95cUxOTVZGNXJERmxxdkhlWk1YUUYwRGNFV3V4bFNjWW1BWk1PdVhUQ2NsVmxpaGxsM2ZLQXhXUXVOVko1S3hnanFpMC1HRE9XUXZ2S1g4aXBnb2tGUDdwS2wxZlZGSjJwRDNUU2dJeXJjWmpiam1JbXVQS2E4c3lfS3BCeTFjRk1TUDZiVmJDUmJn?oc=5,"Tue, 04 Feb 2020 08:00:00 GMT",[No article text found]
CNN10 - 1/31/20 - CNN,https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBabnp5eG5BQWg5OFVVSXVpZlJ3VXBjWmgtR3FEeENNU3labU9KdlJRYWlyNWh4ZGlWTU1QMnBtT0ladTQxYTZXdFdHem5OSDNwbjZUNVlHZG9OQWlIdEJwVDdQTjRaRk0?oc=5,"Thu, 30 Jan 2020 08:00:00 GMT",[No article text found]
Remember when Marilyn Monroe’s white cocktail dress made movie history? - CNN,https://news.google.com/rss/articles/CBMigwFBVV95cUxPaDVIQXVYVWVWLWRoTHFzWktuRk9SU3JnX2x1a2ZIdFMzYlpheWpwUUpJR3lPc1VVQ0EyS2RZN1hBZjM2MjJEVmdKc3J1dXd2ZXBZdDQ3U0lNbHlYaWZRdFpfZ1lrT3dscnptR2RvTUhidnpQSmlGVnRrVlBWWldFcEhPcw?oc=5,"Wed, 15 Jan 2020 08:00:00 GMT",[No article text found]
Can wearing the same tux to every award show put a dent in fashion’s carbon footprint? - CNN,https://news.google.com/rss/articles/CBMihgFBVV95cUxOZXlScHozYUNpZDJDMU4wNkFxRFQweFVfT3ZaeE1fYlhucm9rbVd3R25ubWtTMWpNaUFFVFItbXhmUzBoV1NjZWpFUU9YRlhweklxNW9BdjhNUTRxT1FFN0RmLWxnQUdka0FmZzhpLVgyYjFzS2Y3bk82Ni1fQnMzazRydkNidw?oc=5,"Sun, 12 Jan 2020 08:00:00 GMT",[No article text found]
Tigers spent lives in cages. See first moments of new life. - CNN,https://news.google.com/rss/articles/CBMi0AFBVV95cUxQc3lPT3kwaWo0SHdwQ3BwNVNlRC1XMUFMX1YwanY3cEVSOUVRQ0J6V1NTZG5ZNGY3RXBqSWEtRldjRURjWkxpX29memRrRURQRVFic3hOOEZPVThlcVVZYmJWTUQ5aC01Unk2bHZmdE1NekVjX3hMU085cjA1Rkw5TUdwTjEwRkFURXJsUVVCTmVMTy1CNFZGZm5kdnFwaHBPM0t0a0wyQVNyRDZzdjZaRC1FTmxDMG53MFJtR0tRUGJUZnJJVGtmU0NBYkgtZ1N3?oc=5,"Wed, 22 Jan 2020 08:00:00 GMT",[No article text found]
"Jean Paul Gaultier bows out with final, spectacular runway show - CNN",https://news.google.com/rss/articles/CBMiekFVX3lxTFBJb1BQN3VIbzBPU2tIUG1WSHdMMU1tMkhhSUFpbUYwOS1jY1JhOFJLcHJxbFZkZ3B6TU9rQ1d1ajJoVnBKdkZQOFBVOGlzbUdGMnNNQzZlalY1eElxRWwxdVpaTjJuSDRUVGxEVjN1dXkxRmJwV3k3aGtR?oc=5,"Thu, 23 Jan 2020 08:00:00 GMT",[No article text found]
"Clinton doubles down on Sanders criticism, warns that he’s promising ‘the moon’ - CNN",https://news.google.com/rss/articles/CBMiiAFBVV95cUxOeTRBazQ1bVdJeFMwNWVCWWxLa3Zkb1VDRk15ZEdkb3l2S1A0SmY4NUk1SXNKX1VrQkU0TTlPbV9mVDBBOVF5ZTNRZzZ5dTlrdmo2TzdXeUhZem9HV0g4Zzc0eTNKeTc2dUhZWnlTcEJSS0M0Y012N1FfVERXSktqTUZiTWdLdUVq?oc=5,"Thu, 06 Feb 2020 08:00:00 GMT",[No article text found]
First of Wuhan’s two new hospitals for coronavirus patients completed - CNN,https://news.google.com/rss/articles/CBMiygFBVV95cUxONXZ0VGM3N3dOSkZ5VU5OejhQbWE1RFdtWGpFZ2d6b25EZ2pqZ0RzQ3ZtUTNLV0J5dlQ2cXZLOFJmdENrcWEzcFl0OHdCWWVzeGxFUTFYXzQ2d3JUaE9xWlBTT29wbHJnZXJ1V3RkUk9IZklaRGJmWWZwb05jNElKU2wwVFhTb09GdXVURWZvTkQ1TUk5TVhyYnh6R2N2NUFxamtrZ3VYTnVTcWZJdXpKVXdtOU95aS1NdHhLQk5TUTNjRzNxRlFNcTdR?oc=5,"Fri, 31 Jan 2020 08:00:00 GMT",[No article text found]
Everything you need to know about haute couture - CNN,https://news.google.com/rss/articles/CBMiakFVX3lxTE12TjY4cFlmVEV4UHAyUEJzTEJfb0d4MkN0YXNoWWgzb1dyLXJzQVBWVzV1NkZmNGw4RU1rQUNhR0NmTkRLdGVsLWUwOFY0RFNBSmxCbEdHTlo2OVo3SWVjX1V2VEotYnNMeVE?oc=5,"Fri, 07 Feb 2020 08:00:00 GMT",[No article text found]
"‘Mona Lisa’ made up of 330 Rubik’s cubes could sell for $166,000 at auction - CNN",https://news.google.com/rss/articles/CBMic0FVX3lxTFBrWGdSYlpJRlJrTUxGaV9xTWpFRWtCZTRacm9CV0VqOC1RSEk3ZTNUTlkwT1BtN0NCSGMxSWRlVFBmOGdXd0M5UVM4QTNlNWRWSUZvYno2VS11amFZdlptTmt5dFFscVBHQ2FWVDBDWEFvc2s?oc=5,"Tue, 04 Feb 2020 08:00:00 GMT",[No article text found]
Remember when Cher wore a towering feather headdress at the 1986 Oscars? - CNN,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE8xZlpNYk1CLVMtVmpPR1gydXpxODVCMmFkMnhJSml3VEtOekdBeGdnekdnbVRTb2tncWlMcXFDZEFyOG1uZ0JPNFpHV2ZsaW11bExmV0R4dmstcHdrSHVSUFFXUGE2R28?oc=5,"Thu, 06 Feb 2020 08:00:00 GMT",[No article text found]
Sustainable travel in beautiful Bhutan - CNN,https://news.google.com/rss/articles/CBMidEFVX3lxTE9zUkxhOFZwRXptS2NWNDVMREFiby1qemJKM1pXbjAwd09maUROVTNKVTFxWHVla2JrWlFXVDlaYTlQTmV4X1N6ZEgwa3lvdVpkN3kxQk8zb1kyblJhczQ5Y1ZsZVEwRVp6dV9vb1ozV0JuR2Yw?oc=5,"Tue, 28 Jan 2020 08:00:00 GMT",[No article text found]
Tom Ford takes his New York Fashion Week show to LA for Oscars weekend - CNN,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPVHZrQmNrbERlSElUWDZKaEkwdnFFOUl1Vjd6MFlCeWR0NEdRd2d6ZXd0NE4yYTUxeERSV3BjUzFOZ1NvUHl0X2tYb0U4UGY2eDBsdGFCOXZJSGJ1VWJwWEcyazd6Q1g3MU5nYkVzaXBNblFHRVEwZFZPdkw5Y0NqSzVoQmJMeEVo?oc=5,"Sat, 08 Feb 2020 08:00:00 GMT",[No article text found]
Rare coin featuring abdicated King Edward VIII sells for record $1.3 million - CNN,https://news.google.com/rss/articles/CBMic0FVX3lxTE5MRDhSb3h6OHY5amUwMmFXU2NFWnV4LWdPSVotQTdXT1ZpLVJuU28tenFvYmMyQWpXV1NxSlhHWmczM2YwbGZOT01qaE84N2NOdEJfdTRER2xXZmZmNFRORGRTUzBaNGF3dGFSTlo4VXZsRjQ?oc=5,"Fri, 17 Jan 2020 08:00:00 GMT",[No article text found]
North Korea says US ‘deceived’ Pyongyang on nuclear talks after Trump sends Kim birthday letter - CNN,https://news.google.com/rss/articles/CBMieEFVX3lxTE1xc3NqYXZ5SS15RVppRXYyRHdrLWhrX0gwWmU2aFRXX1JIX1F6SUdSRHAwa0ZvTGZUeGhpaVNGdXVEaDlpTUV1OVR6emhfbzNjSjVxRTZhZi1jN0MwcjFBU2lrcW56V3lpZHg2d21PSUJnSGQxbjFOMw?oc=5,"Sat, 11 Jan 2020 08:00:00 GMT",[No article text found]
Nike’s controversial shoe will be commercially available this year - CNN,https://news.google.com/rss/articles/CBMifEFVX3lxTE84cnBiUDhmZzZkWER6NGxFYXYteExsTnZiYmg5dHQ5a2lIcDJIUXA5cGt4cTZyS3YyQ3JtdGZwUHF3enVjSWVINHdSeGx0SUhXN3owMzVPMjVMZGh1VlFfZ2VWY21aeDlTQi1fVmpuZnhGTnVtTUNlOEpkTVU?oc=5,"Thu, 06 Feb 2020 08:00:00 GMT",[No article text found]
Why the world is closer than ever to Doomsday (opinion) - CNN,https://news.google.com/rss/articles/CBMilAFBVV95cUxQWmUtamdPMmt3VVBIc3NMTTIzWmF3a3E5Um1rd0VrbUVpOWNpaVZQUEdSWl9iZXk2UDk5VFFxdTZlRHlYNUVUY29HemozY29EVjlWUk5idkItWWkyQjROajBwcHBfdlNWZHZHcjROOWo0b0FwalhGQk4wU1lPNXcxZDEzZ0NoeGdZb3lzWkNtRWcwTkwy?oc=5,"Fri, 24 Jan 2020 08:00:00 GMT",[No article text found]
"Cats, shoes, Kardashians – how fashion embraced the meme - CNN",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1fd2dyUjUybTYtYzdsTFdFOWRyNTMzbHoxcXY4WFYwSWVPaExISk85c0cyYS1Idy1WTjBzaHNidnR2YXNsOTlMdFRyYXV3LVhQbGxEVy1DWTYxWGc?oc=5,"Wed, 05 Feb 2020 08:00:00 GMT",[No article text found]
‘I’d Rather Go Naked’ campaign ends after 30 years - CNN,https://news.google.com/rss/articles/CBMib0FVX3lxTE1oZEozRDFJTFJmN1lrbnl0eVJhSjAtamI1WENRckZkbDhGdlF4VmprUmQxQ1g4Zl95a0hudEVHY0N4SFpOaHpzUU1wc0FyWGFPWnYwSUQ4aGxZZHpFNFRKYjU5QUNXdHJVNF9MUXg0MA?oc=5,"Wed, 05 Feb 2020 08:00:00 GMT",[No article text found]
NFL linebacker Luke Kuechly retires at 28 - CNN,https://news.google.com/rss/articles/CBMimwFBVV95cUxQZ3ptYWlfRlNSd1RreENXUUF4OThYVTc5LUNVWk10NUYwcDJkVGpTRl9SMHFwQ2dvVHFkMk1fc1FGQVJnY2xiZFMtWUFEMmJhUGVPN0h2X21Bd0gzRWdBRTE2a1RleUN2cC13N1hRZnJMZThCZG9CeWFDb0FBOHVQQmtPRTVDWklvMGEwbzZSeFh6dGJqWmROYjN5RQ?oc=5,"Tue, 14 Jan 2020 08:00:00 GMT",[No article text found]
A look inside the stadium hosting Super Bowl LIV - CNN,https://news.google.com/rss/articles/CBMilgFBVV95cUxPM3hOVVpnd2YyTFg4aDJXT25kNGV5WndqQnhxNTlkUXBCR3hQZzVMWm1JXzEzQlVPU055VXplNzVrQXJ0NmRtZ2I2ZUZzVnNaWm1jaVFRR0N3eW9zUWVPSU4tLUV2Tjc2MFJhWE9QYXZuUkVLSlprYzlRUFJTN3U4VE1BaFY4cGl3d0NLamFvekZUQTNHN3c?oc=5,"Sat, 25 Jan 2020 08:00:00 GMT",[No article text found]
"Billie Eilish upends fashion convention with singular, striking style - CNN",https://news.google.com/rss/articles/CBMiZkFVX3lxTE1ISl9pa1RNMHAxaFRxWGRQUXR2OU94QW56OTVISnJQaWhZREJOY2xvdDgzd1h3aWYyYkE4bUhjZXNVZVhDUXlCVXA4RXY1TmUtNHNxdWMtTTNUMm5lWmlwU1ltNzZvQQ?oc=5,"Fri, 07 Feb 2020 08:00:00 GMT",[No article text found]
Could Democrats have a lock on the 2020 race? - CNN,https://news.google.com/rss/articles/CBMikwFBVV95cUxNWUJTdlU2aTduTXhDSVNRUkF6WTlpZWRUVlBMNHZ0NlcyUVhuaVBKWklQeHUtdmRpMGNvQ01QTllTel93Zk9KdG15Wk85ZFhyOVFMMWplZmxZRXJsaXBtZS1XcVptMHR6QTJySXE0b0VxaTdBQlItWGdiallGdk5QX01PbUl3VHlhTGFDc21vZ0hrRnc?oc=5,"Sat, 08 Feb 2020 08:00:00 GMT",[No article text found]
"Boy tells Downey Jr. ""Iron Man"" mask helped him speak - CNN",https://news.google.com/rss/articles/CBMiswFBVV95cUxQZDFqSTRmUklaVkV5M3JyVzhpMUVGRXhFZERYSUJnd3dhaFYwMnJ6eHBGTkJibTZPZkM3aUM5ZmFtbkFORFBDeGhDTl9OdmpoXzk5UVo5ZFFQdWZkX0pVNmxweHN5cFdMNWVuTGJsRFFERnIzUFdnOTNaYmZpdDgyaGZfZThIMzlTZnRpWS1iemZ0RVBNbjVpVlhrVV90RUcwcFhSYktQU0ZVc2stMmJfdFlwWQ?oc=5,"Wed, 15 Jan 2020 08:00:00 GMT",[No article text found]
Annotated: Trump’s 2020 State of the Union address - CNN,https://news.google.com/rss/articles/CBMifEFVX3lxTE45NDVDM1ZMbURVUkhrbXlEODNmNjYtZ3dMZ0tSbTdIOVU2LU4yc29CWTBDaTdPbEJlbkw5WkdkeE1vaDhaSkFBS1R2ZmVIY3BoalJvR2JuTzg3YkZYT3BOTHZvSUNTSV9tRzhPWV9iQmJqVUlvVXlweXNSLUo?oc=5,"Tue, 04 Feb 2020 08:00:00 GMT",[No article text found]
New video shows helicopter carrying Kobe Bryant moments before crash - CNN,https://news.google.com/rss/articles/CBMiggFBVV95cUxNSTdaNG5rUGZkU25XQU1vZVBhMEh6LVkzMHZLQnNaWWp5VlV2WlBWSnU1b3F5X0lLa01raVpZVEo4cDlNc2w0M0t3YUNZdEFYNmFNYXBFQk1rRzQyd05PemswRko1dHEtQWZFb1RZZ2QyQ1NYeExJM3hqd0hNejVJMXdR?oc=5,"Wed, 29 Jan 2020 08:00:00 GMT",[No article text found]
See the Joe Biden selfie moment that's going viral - CNN,https://news.google.com/rss/articles/CBMisgFBVV95cUxPRm81dDU1aW0wckhxajNKQ1FmV2VnLUhOejRRcW9KZGJDbUI4dGFkR29uUnB3MDVNTk56RklKbjBJZ1ZQTlN0SEQtVXVGWFJfcjRMUUo4eFlMQTBTNU42cmYxZnBvNmNfc0lLcmFraUp5UTF2SHQ0SVhKMERhR1FfTGREVFBPcV91RWFIY3R4d2JwdndGMTE2a3FXMHBsSlN2RDBtRFc0cXZndVBsdVpUbnp3?oc=5,"Mon, 20 Jan 2020 08:00:00 GMT",[No article text found]
A cold Neptune and two super-Earths are among newly found exoplanets around nearby stars - CNN,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNWFRhRXEwaFNPSzY5d19ONHVncDVpb21xelRfNVJ6RnEtM0NuNHNPc0dIYkh1U2FONmZoejZjNDdIOVZRRWxaMDAwVk5sRkZ5ZVhzcXFNRVRGYUZKY1VrU21oYnA1SVBBZldtdjc4TGdvOHQyUzJLQ2FjYi1CU0NGZzhpR0pUU2NW?oc=5,"Tue, 14 Jan 2020 08:00:00 GMT",[No article text found]
Lawmaker wants state to sell Trump vanity license plates - CNN,https://news.google.com/rss/articles/CBMipgFBVV95cUxPN3hoUmZ2M0pxTThpcFdKeHhWdVRQblJKZ3NTOWlOUVVjd2FfLWt6WTJKYmFUbmo2TW1RNmZSSHVaam9LMHdNV3lIOFBHRVJRaDdpR084cE1zWmdMRzVtM1R1XzBXSWNzRURldHRCd1BLcDYzTm5Nd0JteUFyNTEwRFNDQkpDRjN1QTRRSEotLXJ6WGpLelJ2NjRkNUdvdnVPbERXeFRn?oc=5,"Fri, 17 Jan 2020 08:00:00 GMT",[No article text found]
"The 2020 Super Bowl halftime show, in photos - CNN",https://news.google.com/rss/articles/CBMijAFBVV95cUxOSG9yMHI2SjlwRS1XaEViM1N5bldFMDhURVoxaU01R0l6d1pmNG8yRlZJMDN2LTBCMkRyeXZLS0dtMXZ6b3d5YUtNMjZZTjVZSU1qcFVRaWxnbzExb3N2elpVNW9OX0M4ck9XYW5hOEMxQ2NvaUFRRnhqbVRBUmJmek11NDFJNWNkaG8xUA?oc=5,"Mon, 03 Feb 2020 08:00:00 GMT",[No article text found]
Eliud Kipchoge’s record-breaking Nike shoes under scrutiny - CNN,https://news.google.com/rss/articles/CBMihgFBVV95cUxPUDJ3cDFXMmN3TUpVcTc3eno0M1g0T1AwcURsc3dYUlVGVWJSdGtWOWRPRklzcVB5REZKdmgyeWt3SGdHbnpmczZVT0JEM3VlQ216bzRwRWZNRnNYbmlObUQ2VEFIQ0FpTE9ncVgyTmw4VTRzSGl5UDNZTlJCbmJwLUJJczloUQ?oc=5,"Fri, 17 Jan 2020 08:00:00 GMT",[No article text found]
Weinstein lawyer gives controversial answer on avoiding sexual assault - CNN,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNUVRLTTBJMUhJS3FhMmM4bzBISDJxeUI1QWZ6YmFvSjN2bHBrMzFWX0wxajM5TVpUMkUwVmU0eUNYMm9YTURjWC1STDZBNDVhdWtnYVpJTHVBa1pjYVJmTkVyem5HSFloYl9qa0FtMVZFQkFEcFNvOW50V3ZnY21vWldleV9aNnpqMWloU0hLeV9jVDFDMDBIT3hXVnhiaGZ0Nkk0SXUwRzg?oc=5,"Fri, 07 Feb 2020 08:00:00 GMT",[No article text found]
Dangerous storm sets its sights on northeast - CNN,https://news.google.com/rss/articles/CBMi3gFBVV95cUxOdmtKd0RzZlFBdEJuRHNjWFREMjM1ZldNQWtzOTVSMmpZYW5DWXhEUHQwYmw3cXM3UWNJWUdGbzlGTmdzRElBTFlLZ3J5R2M3MGtLWDd0M04wZG5JYmo0eVFwWloxUXhDZTkzOUMtSkdVaTBLX05xRDZrdzNTMzZoTmdhSk84VFVTcXdzcXFfSi1adlhURnhPcUItVUpOUGVuemFpVGQtbF8zMDM4aHI5dGdrX083OHJ5Z1ZRRkU3bnVKdXZIcW1vbTI0cG84OEZIWkJ2ZTdkTmJPeUIwSGc?oc=5,"Fri, 07 Feb 2020 08:00:00 GMT",[No article text found]
Lenne chai photography singapore wedding - CNN,https://news.google.com/rss/articles/CBMif0FVX3lxTE5pTTBOUXpsZ3FFajFGRk5NYTdxSnJKc21DRWxmUzZqZ2xWT1NXeF9JbGdycHdQVGVScDZaTVgtRDgxYTlVU19oNFRYN29KWFgycFZEWk1mMUJrZmZ2dkZFTU9lSWRUdFZVS2lmN2drNmlVMDhFZWgwbXFSRG9PZzg?oc=5,"Wed, 22 Jan 2020 08:00:00 GMT",[No article text found]
Will the future be grown from mushrooms? - CNN,https://news.google.com/rss/articles/CBMihwFBVV95cUxPV0FjXy1XMFBJQmNzNGVYV1QybnlvR08wMC03NW5kUThRRnNWTl9lTzdMTmhacUVrVFBFR0lRTnpVQ2VlNmJScHJGdTdGLTczdEZWT0t5Y1lnTDZGSm9vWEJ1ZTRERXJyRmF1MnB5cGludTk5eDZ4eVNCX3Q2eTdEM0lrWW5HeWM?oc=5,"Wed, 05 Feb 2020 08:00:00 GMT",[No article text found]
Man who killed the McStay family sentenced to death - CNN,https://news.google.com/rss/articles/CBMickFVX3lxTE40bmZJRDVEdERVdHlQQ3BmdkZHVkllMkg4V1k4ZDV5MVI2RVVVZWZXUGVnMmNYSVN4TnFMVlFDSzBlUGRnQ0pyMk0wQmNmX1BBQTJhcVFDWkNZRlI1RW1lc09sTWFwX25XcTQzempCU1Aydw?oc=5,"Wed, 22 Jan 2020 08:00:00 GMT",[No article text found]
Cheetah that lives in zoo finds comfort with support dog - CNN,https://news.google.com/rss/articles/CBMiggFBVV95cUxNTXZvOVBqbzFaaEtRVDhMM0JXXzlIS2E5bDJsUFhpRjNWOHVHQjhaa1VvaFhadDdqaktCS2M2dVowU3BUNExDUWtQVFg2a1EtNjZDYzRmN1V3LURBVmg4OTdoZnlvaHJNWVd6S2VNdWY3Tm5UR204QUV0alV6SXgwT253?oc=5,"Tue, 04 Feb 2020 08:00:00 GMT",[No article text found]
New feathered dinosaur species discovered - CNN,https://news.google.com/rss/articles/CBMioAFBVV95cUxPMDc5N1g4NmNmZ3JZLW1qR2ZmMkluV01FeXFvc0g2NThvS1Z5Nkg3eGplYzV1T1Q0NEFrV3d4bHBsWTFhaUt0MkVyRVBaWTg1OTN1WXhSVXZqQWpDMjVNVG8xdkhoQ2FVdmlqSkFuX3dTSHVoOXdqeHRaQmdSU3JFWklodk1IbHhYSnZrVDBsNTZoaVlnZ3hpVXNDVEJnZ2xG?oc=5,"Tue, 21 Jan 2020 08:00:00 GMT",[No article text found]
"The supergiant Betelgeuse star will explode. It’s just a matter of when, astronomers say - CNN",https://news.google.com/rss/articles/CBMieEFVX3lxTFBsOXd3YkpvSS1ybXhUcExXOEtwd0hZUHNtUFNkeFprOVVYZlJHYTYwVHF5bDg4VjBCaThkaWYwRzFRdE9EZndrWXV0MUNzaDlWbmZjOW8zczktUjlaZGtaQ3ZlcDVzRjdkNGM2c2V1elpvcG1KenJVYQ?oc=5,"Sat, 25 Jan 2020 08:00:00 GMT",[No article text found]
From record warmth to bitter cold - CNN,https://news.google.com/rss/articles/CBMilwFBVV95cUxQQjdMcmdNdVpyalktRXpyX2piUV91S1dmZkk4dmEtaHJtNUt3WU5VVzJtUi1sYm1nWjMwc21fVV92RGxkQldKSmpSajVBYWlGWFg5RGJOa293N21UZnBrcWtKMTBHRnptUFVPNWxqOFI2czB4T09ONXFibTUxU0xoeHBCa202S1JLSEpvcGFsSjdkelUweFh3?oc=5,"Mon, 03 Feb 2020 08:00:00 GMT",[No article text found]
See Dershowitz's big flip on impeachment - CNN,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOU3pzbHRhdWQyT0dNdzRmNkhqUWtnb3NmS3lQWFhPNkViWlk2Vl9YdXVrRXFKZUd4aFJHTzNraEpKaGpnMW1TWlpJSThRcXFlakhaVTNXb3R6SWhLSGtlMVlaVzJKbExsaGJ5SGR1V01VM2o4dTBEaVphQ2Vma0o0MFE1aGNvdnhRSXNYeUk4WFFwYVFkNHZVLWxNcUNwbGRnQmhzZ3pPdHZHZw?oc=5,"Mon, 20 Jan 2020 08:00:00 GMT",[No article text found]
Cooper presses Dershowitz over changing impeachment view - CNN,https://news.google.com/rss/articles/CBMisAFBVV95cUxNdy0wSVh1bVpaVGMxR0t4THFUdUZ0aHJ1MHNMZzFfUDduYW1namQtdERhODJBOFJrNEVCUndqOGs5TjExU0hOMzZDa0U1cDBiRHRWUGVKdXB5SjV4T3piclVlRms1V29BcjZPYTNJNXUyZDJlS0I2QWRUSU1jWXNZbllSYmZJcWkwSzZEaks3VTRBSnY0RmY2QmRRUWdtVTdDRDRfXzBYUExkRUNCTjAwUQ?oc=5,"Tue, 21 Jan 2020 08:00:00 GMT",[No article text found]
Americans evacuated from China amid coronavirus outbreak to be monitored for days - CNN,https://news.google.com/rss/articles/CBMifkFVX3lxTE8zdUF6WGxTMmk2M1Q0TzVhOGZPbTI5UmJjYVFaeXpOcUx1dnB2YktYelYzcWsyQ0NrY3lhQmhETmJGQjgzT1NYT2tJbkNFSl9YZVVJMlRFTUpxSFhUXzhwbDY1THhDbmY2M25mSWlGaGFIc3lPSVVrcWs5X19BZw?oc=5,"Thu, 30 Jan 2020 08:00:00 GMT",[No article text found]
The oldest material on Earth has been found in a meteorite - CNN,https://news.google.com/rss/articles/CBMifEFVX3lxTE9NM3NycjU2UkRXQmhQbEZjSVNSeFBTTThzckxFU2t3NUtSQm5OU1R2S3loRUd6R3VNYlNiYzctdVduNVlMOEVsM3lJdzcwbVNQc21OaWhJcjJBTW42WWFxQmtpbDk0aFl4R3MtU0ZSU1ktR3NJUmFzOVprTlQ?oc=5,"Mon, 13 Jan 2020 08:00:00 GMT",[No article text found]
Spain’s new laws to curb ‘booze tourism’ - CNN,https://news.google.com/rss/articles/CBMic0FVX3lxTE1zNXpvWVpBVVAtQVJpSzY5SkliYUczNXl0azJMTHN5V2s1MDRIWG5aVTBYcWd4QVVwd0ZsSWlhLS1pNXZCNHBQelFoMzJZbFRld09mbEdNN0Y5T2NPTVp1aEFDQlJybVBwZGhmd3JFMXVGc1U?oc=5,"Mon, 20 Jan 2020 08:00:00 GMT",[No article text found]
Watch Tulsi Gabbard win push-up contest at town hall - CNN,https://news.google.com/rss/articles/CBMipAFBVV95cUxNRjZ2V0NFSzBFdHdiRjdPRUE2UW9uZTJMTXdkME4yb2NGWjQ2R1pIdVQ0N08xUW0zc3Nzay14VVBUVEhTeUJrMHdKR2lLQ29mRHppX1NLSDZENEM1MDBFQy05aVVCNEdXN0c3bWp6N1FrVzA1TnM5bWNKZDAxZ1BiRGd2dlBMY0MzNkMtUWdEaHRUUXZmMXJGeVU3Y01MQ1BIY3RyMQ?oc=5,"Fri, 17 Jan 2020 08:00:00 GMT",[No article text found]
Trump cheered at college title football game - CNN,https://news.google.com/rss/articles/CBMiowFBVV95cUxPTGhaWG1JQkdKX3lYa001NlRiZDluVmRKXzExNjJYOWFaY3FKRjRBdzl0RXMyQnRUa01Sbkl4Q25neWRDUGtZc000UUpNd0lHN1VTbzJXSkJBcnRfdFVmQXhXUm55LWg1aFVxcmFtYVZFbFF0UjJiYkNzMTV5bEs4bm9Wc0NNWEtoVUQ5U3pjaWdESERuWkQ0YVhIMVFzd3R0aEVN?oc=5,"Tue, 14 Jan 2020 08:00:00 GMT",[No article text found]
New book portrays Trump as 'dangerously uninformed' - CNN,https://news.google.com/rss/articles/CBMiogFBVV95cUxOTWNiTlhldzJ4QXlwdVBkTlU5WGIybVFYWXNsU05ydHJxVVBZN1A0YUE4N3BBNTNRcVFMd0hPZGdxWGUyTTlKdFFRNXFmcHFYN09JSXMtR1JuOUxybGZha1JxLUgyZThMX1VoTzJtcmRDcHpvTWVjTlN5b3pNWnNlRkt2Vk9Ma3FPUlgtckR6ek41TC1MblJlUjEzSUVNVlpPLVE?oc=5,"Sun, 19 Jan 2020 08:00:00 GMT",[No article text found]
‘The little telescope that could’ has retired. It changed how we see the universe - CNN,https://news.google.com/rss/articles/CBMijAFBVV95cUxQMWNJenNvRFNuWmhUNlQwcTdQOFRqb2xxUTAyTFJoekdFX3R5eXV2cDRyaXUxYWNDejdwdVY0MGp6cE56bVVoeTl3SmstN3BHc1RjSmtkLUZmVEs2RG5ObXFLSDBLN2tXeHJiYjltU2thenlYcUhfalhzSko5NVJSaFBtem9CdFVVTTRfRg?oc=5,"Fri, 31 Jan 2020 08:00:00 GMT",[No article text found]
